Ticker,Date/Time,SIGNAL_MACD,MA_RSI,Close-To_Mid,Price
SET50,12/12/2014,14.92,58.86,-29.40,1007.42
SET50,19/12/2014,13.69,56.21,-25.76,1011.06
SET50,26/12/2014,12.24,53.36,15.81,1010.61
SET50,30/12/2014,10.60,49.46,6.21,1001.01
SET50,09/01/2015,9.06,46.44,23.07,1017.87
SET50,16/01/2015,7.52,46.48,10.71,1005.51
SET50,23/01/2015,6.76,49.24,78.20,1073.00
SET50,30/01/2015,6.28,50.95,55.49,1050.29
SET50,06/02/2015,6.25,53.95,76.32,1074.39
SET50,13/02/2015,6.47,55.83,72.95,1071.02
SET50,20/02/2015,6.69,57.75,60.70,1058.77
SET50,27/02/2015,6.71,56.03,44.73,1042.80
SET50,06/03/2015,6.48,54.93,34.42,1032.49
SET50,13/03/2015,5.86,52.19,14.18,1012.25
SET50,20/03/2015,4.99,49.55,12.60,1010.67
SET50,27/03/2015,3.80,46.81,-4.74,993.33
SET50,03/04/2015,2.71,45.95,19.01,1017.08
SET50,10/04/2015,1.82,45.91,27.31,1025.38
SET50,17/04/2015,1.24,47.32,41.46,1039.53
SET50,24/04/2015,0.79,48.28,30.34,1028.41
SET50,30/04/2015,0.18,48.96,8.03,1006.10
SET50,08/05/2015,-0.55,48.28,2.97,1001.04
SET50,15/05/2015,-1.30,47.32,-22.77,1002.83
SET50,22/05/2015,-1.98,46.00,-17.92,1007.68
SET50,29/05/2015,-2.82,44.22,-40.23,985.37
SET50,05/06/2015,-3.61,43.92,-37.56,994.33
SET50,12/06/2015,-4.35,43.73,-34.32,992.39
SET50,19/06/2015,-5.16,42.83,-48.02,978.69
SET50,26/06/2015,-5.75,42.88,-27.16,999.11
SET50,03/07/2015,-6.36,43.02,-43.19,979.10
SET50,10/07/2015,-6.97,42.58,-43.65,977.57
SET50,17/07/2015,-7.59,42.00,-38.37,972.51
SET50,24/07/2015,-8.48,40.88,-59.49,943.07
SET50,31/07/2015,-9.41,39.02,-42.85,950.42
SET50,07/08/2015,-10.46,37.50,-48.47,935.41
SET50,14/08/2015,-11.64,35.68,-59.09,924.79
SET50,21/08/2015,-13.23,32.94,-88.30,885.80
SET50,28/08/2015,-14.91,31.92,-68.48,893.77
SET50,04/09/2015,-16.54,30.36,-50.39,892.34
SET50,11/09/2015,-17.98,29.71,-43.45,897.13
SET50,18/09/2015,-19.12,29.88,-32.84,903.24
SET50,25/09/2015,-20.11,30.73,-37.92,890.47
SET50,02/10/2015,-21.15,30.34,-59.99,868.39
SET50,09/10/2015,-21.55,33.23,-7.18,921.20
SET50,16/10/2015,-21.49,35.70,-5.38,919.63
SET50,22/10/2015,-21.15,37.53,-6.80,914.68
SET50,30/10/2015,-20.76,39.21,-21.96,899.52
SET50,06/11/2015,-20.14,42.40,-7.46,914.02
SET50,13/11/2015,-19.66,41.36,-33.38,888.10
SET50,20/11/2015,-19.15,40.82,-23.91,895.84
SET50,27/11/2015,-18.86,39.65,-38.51,872.72
SET50,04/12/2015,-18.87,38.55,-55.47,855.76
SET50,11/12/2015,-19.43,35.62,-87.60,818.69
SET50,18/12/2015,-20.31,33.63,-67.14,816.37
SET50,25/12/2015,-21.32,31.17,-58.07,815.07
SET50,30/12/2015,-22.33,29.50,-50.78,813.55
SET50,08/01/2016,-23.65,27.50,-83.97,777.88
SET50,15/01/2016,-25.08,26.40,-71.02,773.46
SET50,22/01/2016,-26.26,26.73,-49.02,793.57
SET50,29/01/2016,-26.80,28.98,-16.38,826.21
SET50,05/02/2016,-26.83,31.37,-14.31,828.28
SET50,12/02/2016,-26.72,33.83,-38.21,804.38
SET50,19/02/2016,-26.03,38.34,1.84,844.43
SET50,26/02/2016,-24.79,42.12,16.92,859.51
SET50,04/03/2016,-22.86,45.15,47.30,889.89
SET50,11/03/2016,-20.43,48.40,57.45,899.73
SET50,18/03/2016,-17.85,51.99,46.57,888.84
SET50,25/03/2016,-15.18,53.94,57.02,897.50
SET50,01/04/2016,-12.51,55.33,63.40,899.39
SET50,08/04/2016,-10.26,54.28,33.17,870.60
SET50,12/04/2016,-8.27,53.29,42.66,880.09
SET50,22/04/2016,-6.32,53.50,60.61,898.04
SET50,29/04/2016,-4.54,53.09,54.40,891.83
SET50,04/05/2016,-3.07,52.16,44.72,882.15
SET50,13/05/2016,-1.80,52.69,48.47,885.90
SET50,19/05/2016,-0.75,52.73,46.48,883.91
SET50,27/05/2016,0.32,52.94,65.70,903.13
SET50,03/06/2016,1.50,54.01,79.34,916.77
SET50,10/06/2016,2.61,55.12,70.13,909.42
SET50,17/06/2016,3.51,55.52,42.97,900.11
SET50,24/06/2016,4.16,55.60,29.58,892.63
SET50,30/06/2016,4.78,55.66,47.51,910.56
SET50,08/07/2016,5.41,55.39,50.41,915.88
SET50,15/07/2016,6.30,56.68,58.09,942.95
SET50,22/07/2016,7.47,59.08,59.31,958.98
SET50,29/07/2016,8.82,62.08,54.13,964.44
SET50,05/08/2016,10.17,64.08,48.60,962.62
SET50,11/08/2016,11.74,66.77,76.69,990.71
SET50,19/08/2016,13.25,67.66,57.54,981.26
SET50,26/08/2016,14.69,68.17,61.13,987.29
SET50,02/09/2016,15.74,66.94,34.28,964.44
SET50,09/09/2016,15.98,63.57,-13.54,921.48
SET50,16/09/2016,15.90,60.22,8.92,943.94
SET50,23/09/2016,15.66,57.86,16.71,951.73
SET50,30/09/2016,15.22,54.92,9.40,944.42
SET50,07/10/2016,14.77,54.08,21.01,957.23
SET50,14/10/2016,14.16,54.82,7.63,943.85
SET50,21/10/2016,13.49,54.75,24.10,947.01
SET50,28/10/2016,12.68,53.92,15.81,938.72
SET50,04/11/2016,11.67,52.83,3.56,926.47
SET50,11/11/2016,10.62,51.59,10.90,933.81
SET50,18/11/2016,9.40,50.19,-5.71,917.20
SET50,25/11/2016,8.30,49.63,12.55,935.46
SET50,02/12/2016,7.37,49.74,17.30,940.21
SET50,09/12/2016,6.73,51.18,31.46,954.37
SET50,16/12/2016,6.20,51.77,23.71,946.62
SET50,23/12/2016,5.71,52.89,18.07,940.98
SET50,30/12/2016,5.50,54.22,41.93,964.84
SET50,06/01/2017,5.68,56.11,61.00,983.91
SET50,13/01/2017,6.09,57.26,62.18,983.23
SET50,20/01/2017,6.49,58.17,52.73,972.72
SET50,27/01/2017,7.12,60.41,76.20,996.10
SET50,03/02/2017,7.78,61.13,63.84,990.97
SET50,10/02/2017,8.44,61.10,65.23,992.36
SET50,17/02/2017,9.01,60.87,61.82,988.95
SET50,24/02/2017,9.40,60.80,54.38,981.51
SET50,03/03/2017,9.64,59.83,56.28,983.41
SET50,10/03/2017,9.65,58.42,16.21,972.88
SET50,17/03/2017,9.65,57.83,31.77,988.44
SET50,24/03/2017,9.73,57.99,41.58,998.25
SET50,31/03/2017,9.82,58.55,39.77,996.44
SET50,07/04/2017,9.97,59.37,45.90,1003.26
SET50,12/04/2017,10.18,61.28,48.38,1009.23
SET50,21/04/2017,10.27,61.16,25.78,995.83
SET50,28/04/2017,10.22,60.39,21.36,993.98
SET50,05/05/2017,10.10,59.96,24.63,997.24
SET50,12/05/2017,9.78,58.01,10.76,983.37
SET50,19/05/2017,9.29,55.66,6.69,982.25
SET50,26/05/2017,8.82,55.17,5.56,991.97
SET50,02/06/2017,8.33,54.67,3.81,990.22
SET50,09/06/2017,7.82,53.72,1.11,987.52
SET50,16/06/2017,7.34,54.30,3.43,992.10
SET50,23/06/2017,6.93,55.30,7.60,996.26
SET50,30/06/2017,6.56,55.39,5.68,994.35
SET50,07/07/2017,6.20,55.47,4.22,992.88
SET50,14/07/2017,5.92,56.37,10.64,999.30
SET50,21/07/2017,5.68,56.77,9.53,998.19
SET50,27/07/2017,5.56,57.61,18.42,1007.08
SET50,04/08/2017,5.45,58.03,13.50,1002.19
SET50,11/08/2017,5.28,57.76,1.98,995.06
SET50,18/08/2017,5.07,57.09,3.62,996.70
SET50,25/08/2017,4.92,57.18,10.09,1003.17
SET50,01/09/2017,5.12,58.71,40.77,1033.85
SET50,08/09/2017,5.67,61.50,35.61,1046.26
SET50,15/09/2017,6.60,65.91,48.45,1064.27
SET50,22/09/2017,7.69,69.78,39.98,1061.16
SET50,29/09/2017,8.89,73.34,40.54,1068.92
SET50,06/10/2017,10.22,75.16,53.24,1081.63
SET50,12/10/2017,11.70,76.77,58.82,1094.33
SET50,20/10/2017,13.01,75.86,37.33,1079.07
SET50,27/10/2017,14.24,75.80,45.41,1090.66
SET50,03/11/2017,15.20,74.17,33.24,1078.50
SET50,10/11/2017,15.85,71.54,24.69,1072.97
SET50,17/11/2017,16.41,69.26,40.95,1089.23
SET50,24/11/2017,16.78,68.20,35.42,1083.70
SET50,01/12/2017,17.04,66.95,40.96,1089.24
SET50,08/12/2017,17.31,67.45,51.13,1100.68
SET50,15/12/2017,17.66,69.02,63.75,1113.30
SET50,22/12/2017,18.18,70.36,75.99,1128.48
SET50,29/12/2017,18.82,72.45,74.22,1135.14
SET50,05/01/2018,19.80,75.16,97.59,1167.18
SET50,12/01/2018,21.02,77.54,90.18,1175.81
SET50,19/01/2018,22.36,79.57,90.53,1183.60
SET50,26/01/2018,23.74,81.18,77.02,1189.45
SET50,02/02/2018,25.02,82.42,64.61,1188.12
SET50,09/02/2018,25.74,79.56,23.95,1154.71
SET50,16/02/2018,26.21,77.14,41.07,1171.83
SET50,23/02/2018,26.56,74.94,49.80,1183.47
SET50,02/03/2018,26.86,72.93,59.51,1193.17
SET50,09/03/2018,26.82,69.40,27.70,1172.17
SET50,16/03/2018,26.74,69.81,47.48,1192.49
SET50,23/03/2018,26.46,68.82,36.85,1181.86
SET50,30/03/2018,25.89,66.74,26.78,1171.79
SET50,05/04/2018,24.84,62.83,2.20,1147.21
SET50,12/04/2018,23.69,61.45,15.45,1166.38
SET50,20/04/2018,22.78,60.42,43.94,1194.87
SET50,27/04/2018,21.84,59.17,24.40,1177.59
SET50,04/05/2018,20.85,58.50,14.52,1175.71
SET50,11/05/2018,19.75,58.93,0.13,1168.31
SET50,18/05/2018,18.51,58.10,-12.28,1161.26
SET50,25/05/2018,17.06,55.43,-32.43,1147.49
SET50,01/06/2018,15.30,52.86,-49.52,1129.66
SET50,08/06/2018,13.42,50.47,-42.41,1130.91
SET50,15/06/2018,11.36,47.87,-55.47,1117.85
SET50,22/06/2018,8.77,43.88,-95.61,1071.18
SET50,29/06/2018,5.72,40.06,-92.27,1051.63
SET50,06/07/2018,2.64,37.87,-69.79,1063.71
SET50,13/07/2018,-0.15,36.54,-53.44,1080.05
SET50,20/07/2018,-2.35,37.03,-30.18,1103.32
SET50,26/07/2018,-3.83,40.35,4.39,1126.25
SET50,03/08/2018,-4.67,44.57,11.92,1133.78
SET50,10/08/2018,-5.10,47.81,7.72,1128.62
SET50,17/08/2018,-5.38,49.55,-4.44,1116.46
SET50,24/08/2018,-5.39,50.64,7.13,1128.03
SET50,31/08/2018,-5.12,51.20,17.90,1138.80
SET50,07/09/2018,-4.94,50.20,-8.41,1112.49
SET50,14/09/2018,-4.56,50.49,15.27,1135.98
SET50,21/09/2018,-3.82,52.27,42.31,1159.54
SET50,28/09/2018,-2.86,53.46,45.15,1158.75
SET50,05/10/2018,-2.12,52.84,22.17,1131.13
SET50,12/10/2018,-1.71,52.78,6.14,1114.62
SET50,19/10/2018,-1.74,50.94,-8.86,1096.19
SET50,26/10/2018,-2.33,47.29,-34.80,1070.25
SET50,02/11/2018,-2.82,45.43,4.65,1109.70
SET50,09/11/2018,-3.30,44.64,-2.28,1102.77
SET50,16/11/2018,-3.93,43.90,-20.51,1084.54
SET50,23/11/2018,-4.69,43.64,-27.30,1077.93
SET50,30/11/2018,-5.35,44.91,-16.04,1091.55
SET50,07/12/2018,-5.80,44.79,-8.03,1099.57
SET50,14/12/2018,-6.40,43.88,-35.94,1071.65
SET50,21/12/2018,-7.09,43.45,-40.58,1067.01
SET50,28/12/2018,-8.04,42.51,-62.67,1044.92
SET50,04/01/2019,-8.99,41.43,-44.82,1054.29
SET50,11/01/2019,-9.71,40.75,-29.69,1069.42
SET50,18/01/2019,-10.32,40.79,-38.17,1060.95
SET50,25/01/2019,-10.53,42.19,-13.01,1086.11
SET50,01/02/2019,-10.28,45.03,3.10,1102.22
SET50,08/02/2019,-9.73,47.34,2.44,1101.55
SET50,15/02/2019,-9.12,48.33,-8.80,1089.39
SET50,22/02/2019,-8.30,50.40,7.69,1105.88
SET50,01/03/2019,-7.52,50.60,7.53,1091.76
SET50,08/03/2019,-6.89,49.66,3.78,1082.08
SET50,15/03/2019,-6.39,48.67,3.11,1080.01
SET50,22/03/2019,-5.79,49.19,21.95,1098.85
SET50,29/03/2019,-5.22,48.56,14.04,1090.94
SET50,05/04/2019,-4.63,48.86,19.23,1096.13
SET50,12/04/2019,-3.95,50.07,28.53,1105.42
SET50,19/04/2019,-3.15,51.77,36.24,1113.14
SET50,26/04/2019,-2.35,52.18,30.98,1107.88
SET50,03/05/2019,-1.51,53.44,39.89,1116.18
SET50,10/05/2019,-0.89,53.17,19.09,1095.38
SET50,17/05/2019,-0.75,51.11,-7.84,1068.45
SET50,24/05/2019,-0.87,48.88,-5.77,1072.13
SET50,31/05/2019,-1.12,47.14,-8.96,1074.87
SET50,07/06/2019,-1.23,46.18,11.69,1095.52
SET50,14/06/2019,-1.11,47.07,16.00,1107.36
SET50,21/06/2019,-0.45,50.84,51.10,1142.46
SET50,28/06/2019,0.60,54.69,43.84,1150.85
SET50,05/07/2019,1.84,58.21,39.65,1148.28
SET50,12/07/2019,3.07,60.17,29.93,1143.08
SET50,19/07/2019,4.29,61.73,34.75,1147.90
SET50,26/07/2019,5.26,60.63,18.26,1131.41
SET50,02/08/2019,5.80,58.15,0.02,1113.17
SET50,09/08/2019,5.75,54.53,-26.01,1087.14
SET50,16/08/2019,5.19,50.76,-37.31,1075.84
SET50,23/08/2019,4.45,47.53,-16.98,1088.69
SET50,30/08/2019,3.70,45.84,-9.20,1096.47
SET50,06/09/2019,3.11,45.92,3.53,1109.20
SET50,13/09/2019,2.59,47.00,-2.00,1103.67
SET50,20/09/2019,1.97,47.81,-16.63,1089.04
SET50,27/09/2019,1.37,48.20,-10.94,1094.73
SET50,04/10/2019,0.53,46.86,-37.92,1067.75
SET50,11/10/2019,-0.27,45.79,-21.90,1083.77
SET50,18/10/2019,-0.93,45.32,-16.39,1089.28
SET50,25/10/2019,-1.73,44.56,-39.33,1066.34
SET50,01/11/2019,-2.54,43.59,-36.96,1068.71
SET50,08/11/2019,-2.94,45.81,-2.12,1103.55
SET50,15/11/2019,-3.29,46.05,-23.89,1081.78
SET50,22/11/2019,-3.62,45.79,-28.16,1077.51
SET50,29/11/2019,-4.00,46.27,-31.86,1070.23
SET50,06/12/2019,-4.61,45.70,-49.95,1048.76
SET50,13/12/2019,-5.15,44.26,-29.86,1066.63
SET50,20/12/2019,-5.58,43.90,-20.59,1067.62
SET50,27/12/2019,-5.91,43.80,-11.42,1068.72
SET50,03/01/2020,-6.02,44.65,-0.64,1079.50
SET50,10/01/2020,-6.07,45.95,-9.10,1071.03
SET50,17/01/2020,-5.94,46.85,1.08,1081.22
SET50,24/01/2020,-5.94,46.59,-20.32,1059.82
SET50,31/01/2020,-6.44,44.61,-62.05,1018.08
SET50,07/02/2020,-7.10,42.77,-31.71,1030.90
SET50,14/02/2020,-7.92,41.04,-34.34,1022.02
SET50,21/02/2020,-8.97,38.06,-52.85,1003.51
SET50,28/02/2020,-11.26,33.83,-150.55,897.84
SET50,06/03/2020,-14.03,32.10,-86.50,914.22
SET50,13/03/2020,-18.74,27.63,-246.58,749.01
SET50,20/03/2020,-24.37,23.78,-111.94,756.11
SET50,27/03/2020,-30.44,20.42,-128.00,740.05
SET50,03/04/2020,-36.16,20.48,-98.72,766.67
SET50,10/04/2020 16:00:00,-40.63,21.86,-32.51,829.00
SET50,17/04/2020,-43.93,25.35,-28.02,833.49
SET50,24/04/2020,-46.14,28.84,-15.81,842.03
SET50,30/04/2020,-47.08,33.46,15.72,873.56
SET50,08/05/2020,-47.35,36.52,-9.57,848.27
SET50,15/05/2020,-46.98,37.63,-3.27,854.57
SET50,22/05/2020,-45.98,39.03,9.97,867.81
SET50,29/05/2020,-44.21,41.03,39.41,896.01
SET50,05/06/2020,-41.18,43.83,108.77,965.37
SET50,12/06/2020,-37.87,46.02,66.80,920.52
SET50,19/06/2020,-34.60,47.70,71.70,907.67
SET50,26/06/2020,-31.75,48.29,44.77,878.61
SET50,03/07/2020,-28.92,48.79,75.55,908.49
SET50,10/07/2020,-26.41,46.97,57.17,885.71
SET50,17/07/2020,-24.11,46.45,83.21,892.09
SET50,24/07/2020,-22.18,45.83,71.03,875.50
SET50,31/07/2020,-20.67,45.57,58.51,862.98
SET50,07/08/2020,-19.52,44.37,34.26,856.88
SET50,14/08/2020,-18.55,43.93,34.03,863.69
SET50,21/08/2020,-17.96,42.71,-9.61,840.07
SET50,28/08/2020,-17.43,42.44,-31.43,855.29
SET50,03/09/2020,-17.05,42.18,-46.20,844.60
SET50,11/09/2020,-16.97,41.52,-78.99,823.64
SET50,18/09/2020,-17.02,40.76,-73.08,826.83
SET50,25/09/2020,-17.55,39.60,-112.51,786.03
SET50,02/10/2020,-18.44,37.69,-104.45,777.31
SET50,09/10/2020,-19.21,37.08,-75.59,800.79
SET50,16/10/2020,-20.09,36.41,-99.88,776.50
SET50,22/10/2020,-21.11,35.30,-113.20,762.68
SET50,30/10/2020,-22.30,34.82,-120.54,746.26
SET50,06/11/2020,-22.93,36.63,-33.26,798.05
SET50,13/11/2020,-22.29,39.71,44.10,875.40
SET50,20/11/2020,-20.50,44.06,73.16,904.47
SET50,27/11/2020,-17.68,49.35,101.84,933.14
SET50,04/12/2020,-14.22,55.15,101.02,940.17
SET50,09/12/2020,-10.28,59.25,116.34,958.49
SET50,18/12/2020,-6.32,60.68,92.84,947.28
SET50,25/12/2020,-2.83,60.45,63.91,918.35
SET50,30/12/2020,0.11,59.35,56.01,910.45
SET50,08/01/2021,3.27,59.65,123.15,977.59
SET50,15/01/2021,6.22,58.93,99.09,957.86
SET50,22/01/2021,8.67,58.02,73.74,939.73
SET50,29/01/2021,10.41,57.40,50.67,916.66
SET50,05/02/2021,11.78,57.47,67.56,933.55
SET50,11/02/2021,12.90,56.21,76.64,942.63
SET50,19/02/2021,13.66,55.20,64.52,930.51
SET50,25/02/2021,14.11,54.74,63.96,929.95
SET50,05/03/2021,14.62,55.78,92.34,958.33
SET50,12/03/2021,15.26,56.78,107.17,973.16
SET50,19/03/2021,15.79,57.01,93.42,959.41
SET50,26/03/2021,16.22,57.77,95.86,963.66
SET50,02/04/2021,16.67,58.90,74.29,976.13
SET50,09/04/2021,16.86,58.40,25.46,955.90
SET50,16/04/2021,16.73,57.13,9.66,946.50
SET50,23/04/2021,16.32,56.24,5.79,942.63
SET50,30/04/2021,15.86,55.70,19.13,955.97
SET50,07/05/2021,15.35,54.80,18.96,955.80
SET50,14/05/2021,14.62,53.95,1.84,938.68
SET50,21/05/2021,13.73,53.44,-5.29,937.53
SET50,28/05/2021,12.96,53.86,13.36,956.19
SET50,04/06/2021,12.44,54.42,22.28,972.32
SET50,11/06/2021,12.29,55.65,43.58,990.78
SET50,18/06/2021,12.14,56.65,21.78,971.19
SET50,25/06/2021,11.80,56.92,3.23,954.78
SET50,02/07/2021,11.26,56.16,-4.28,949.27
SET50,09/07/2021,10.44,54.09,-19.37,934.18
SET50,16/07/2021,9.53,51.76,-11.20,942.35
SET50,23/07/2021,8.39,49.59,-30.31,923.24
SET50,30/07/2021,6.99,47.68,-42.94,910.61
SET50,06/08/2021,5.46,45.93,-43.13,908.50
SET50,13/08/2021,4.00,45.37,-31.78,917.54
SET50,20/08/2021,2.80,45.21,-17.04,932.27
SET50,27/08/2021,2.26,47.63,22.84,972.16
SET50,03/09/2021,2.47,51.54,51.33,1000.64
SET50,10/09/2021,2.99,54.76,30.67,985.29
SET50,17/09/2021,3.56,56.95,20.09,974.71
SET50,23/09/2021,4.21,58.63,27.11,981.73
SET50,01/10/2021,4.69,57.73,10.37,964.99
SET50,08/10/2021,5.24,56.67,31.09,985.71
SET50,15/10/2021,5.83,56.47,32.82,987.44
SET50,21/10/2021,6.41,56.84,34.19,988.81
SET50,29/10/2021,6.79,56.16,20.05,974.67
SET50,05/11/2021,7.08,56.56,25.41,980.03
SET50,12/11/2021,7.26,56.12,24.97,979.59
SET50,19/11/2021,7.40,55.85,29.77,984.39
SET50,26/11/2021,7.26,54.19,7.31,961.93
SET50,03/12/2021,6.72,52.40,-10.86,943.76
SET50,09/12/2021,6.14,51.36,7.62,962.24
SET50,17/12/2021,5.71,51.12,23.24,977.86
SET50,24/12/2021,5.36,50.48,20.51,975.13
SET50,30/12/2021,5.24,51.92,32.83,990.75
SET50,07/01/2022,5.20,54.00,27.96,985.96
SET50,14/01/2022,5.30,55.45,25.54,993.89
SET50,21/01/2022,5.40,55.69,18.71,987.06
SET50,28/01/2022,5.51,56.27,22.13,990.46
SET50,04/02/2022,5.76,56.76,35.64,1003.29
SET50,11/02/2022,6.33,58.64,58.88,1028.14
SET50,18/02/2022,7.17,60.44,54.51,1035.89
SET50,25/02/2022,7.86,61.05,26.32,1012.52
SET50,04/03/2022,8.38,61.30,23.48,1009.68
SET50,11/03/2022,8.70,60.60,19.11,1005.31
SET50,18/03/2022,8.96,59.30,28.82,1015.02
SET50,25/03/2022,9.08,57.26,22.61,1008.81
SET50,01/04/2022,9.25,57.62,37.46,1023.66
SET50,08/04/2022,9.23,56.97,20.13,1006.33
SET50,12/04/2022,8.97,56.01,10.34,996.54
SET50,22/04/2022,8.53,54.50,9.60,995.80
SET50,29/04/2022,7.85,52.67,-11.36,983.56
SET50,06/05/2022,6.85,49.14,-32.04,966.79
SET50,13/05/2022,5.52,46.13,-45.77,953.06
SET50,20/05/2022,4.30,45.32,-16.28,977.36
SET50,27/05/2022,3.29,45.12,-6.55,987.08
SET50,02/06/2022,2.57,46.17,2.27,995.90
SET50,10/06/2022,1.97,47.65,-6.03,987.61
SET50,17/06/2022,1.00,47.75,-48.59,945.05
SET50,24/06/2022,-0.09,46.58,-38.61,950.36
SET50,01/07/2022,-1.15,45.20,-32.98,955.99
SET50,08/07/2022,-2.16,43.24,-34.61,954.36
SET50,15/07/2022,-3.23,41.15,-44.72,940.90
SET50,22/07/2022,-4.18,41.74,-32.10,950.20
SET50,27/07/2022,-4.90,42.57,-19.77,958.73
SET50,05/08/2022,-5.32,43.72,-9.09,969.41
SET50,11/08/2022,-5.33,45.89,7.13,985.62
SET50,19/08/2022,-5.09,48.54,4.85,983.35
SET50,26/08/2022,-4.56,51.24,17.20,995.69
SET50,02/09/2022,-3.97,52.62,16.29,983.99
SET50,09/09/2022,-3.28,53.86,26.20,993.48
SET50,16/09/2022,-2.66,53.39,14.14,981.42
SET50,23/09/2022,-2.13,53.03,13.17,980.86
SET50,30/09/2022,-1.95,50.43,-13.25,954.44
SET50,07/10/2022,-2.10,48.21,-21.18,946.51
SET50,12/10/2022,-2.55,45.03,-29.78,937.91
SET50,21/10/2022,-2.89,44.24,-6.09,961.60
SET50,28/10/2022,-2.99,44.34,8.88,976.57
SET50,04/11/2022,-2.78,46.68,22.08,989.77
SET50,11/11/2022,-2.24,49.99,33.61,1001.30
SET50,18/11/2022,-1.73,52.53,13.93,981.62
